ledger_entry_id,invoice_id,vendor_id,vendor_name,posting_date,transaction_type,amount,currency,reference,gl_account,cost_center,description,status
LED-0001454,INV-2026-001703,V0084,Harbor Industries Limited,2026-03-14,PAYMENT,1975207.2,LKR,INV-2026-001703,2020-AP-SERVICES,PROC,Payment against INV-2026-001703,POSTED
LED-0001642,INV-2026-001927,V0004,Delta Solutions Incorporated,2026-03-14,PAYMENT,7448.78,USD,INV-2026-001927,2020-AP-SERVICES,FIN,Payment against INV-2026-001927,POSTED
LED-0000440,INV-2026-000523,V0034,Metro Consulting Limited,2026-03-15,PAYMENT,121.84,USD,INV-2026-000523,2010-AP-TRADE,HR,Payment against INV-2026-000523,POSTED
LED-0000591,INV-2026-000701,V0042,Evergreen Packaging Limited,2026-03-15,PAYMENT,14786.43,USD,INV-2026-000701,2010-AP-TRADE,IT,Payment against INV-2026-000701,POSTED
LED-0000598,INV-2026-000709,V0090,Nova Packaging Corporation,2026-03-15,PAYMENT,5636.57,USD,INV-2026-000709,2000-AP,FIN,Payment against INV-2026-000709,POSTED
LED-0000731,INV-2026-000865,V0013,Delta Solutions Corporation,2026-03-15,PAYMENT,16404.92,USD,INV-2026-000865,2010-AP-TRADE,HR,Payment against INV-2026-000865,POSTED
LED-0000874,INV-2026-001027,V0004,Delta Solutions Incorporated,2026-03-15,PAYMENT,15354.22,USD,INV-2026-001027,2020-AP-SERVICES,HR,Payment against INV-2026-001027,POSTED
LED-0001058,INV-2026-001229,V0031,Pioneer Supplies Incorporated,2026-03-15,PAYMENT,1500.76,GBP,INV-2026-001229,2000-AP,FIN,Payment against INV-2026-001229,POSTED
LED-0001070,INV-2026-001244,V0038,Insight Services Limited,2026-03-15,PAYMENT,18666.74,USD,INV-2026-001244,2010-AP-TRADE,HR,Payment against INV-2026-001244,POSTED
LED-0001298,INV-2026-001520,V0045,Nova Solutions Corporation,2026-03-15,PAYMENT,19765.25,USD,INV-2026-001520,2000-AP,HR,Payment against INV-2026-001520,POSTED
LED-0001415,INV-2026-001658,V0051,Nova Systems Corporation,2026-03-15,PAYMENT,2198238.37,LKR,INV-2026-001658,2010-AP-TRADE,FIN,Payment against INV-2026-001658,POSTED
LED-0001771,,V0006,Crescent Industries Limited,2026-03-15,ADJUSTMENT,2784.47,USD,JRN-001771,6200-ADMIN,IT,Vendor balance adjustment,POSTED
LED-0000281,INV-2026-000332,V0078,Northstar Packaging Corporation,2026-03-16,PAYMENT,10392.21,EUR,INV-2026-000332,2010-AP-TRADE,OPS,Payment against INV-2026-000332,POSTED
LED-0000294,INV-2026-000348,V0027,Pioneer Solutions Incorporated,2026-03-16,PAYMENT,9534.58,USD,INV-2026-000348,2020-AP-SERVICES,HR,Payment against INV-2026-000348,POSTED
LED-0000299,INV-2026-000354,V0023,Metro Consulting Corporation,2026-03-16,PAYMENT,405634.02,LKR,INV-2026-000354,2020-AP-SERVICES,PROC,Payment against INV-2026-000354,POSTED
LED-0000302,INV-2026-000357,V0054,Jade Industries Limited,2026-03-16,PAYMENT,3526.14,USD,INV-2026-000357,2010-AP-TRADE,LOG,Payment against INV-2026-000357,POSTED
LED-0000838,INV-2026-000988,V0073,Crescent Logistics Corporation,2026-03-16,PAYMENT,14213.52,USD,INV-2026-000988,2020-AP-SERVICES,MKT,Payment against INV-2026-000988,POSTED
LED-0001097,INV-2026-001277,V0030,Orbit Pharma Corporation,2026-03-16,PAYMENT,6698.69,EUR,INV-2026-001277,2020-AP-SERVICES,HR,Payment against INV-2026-001277,POSTED
LED-0001269,INV-2026-001490,V0032,Keystone Logistics Limited,2026-03-16,PAYMENT,11394.19,GBP,INV-2026-001490,2020-AP-SERVICES,MKT,Payment against INV-2026-001490,POSTED
LED-0001412,INV-2026-001655,V0058,Harbor Logistics Limited,2026-03-16,PAYMENT,16545.07,GBP,INV-2026-001655,2010-AP-TRADE,MKT,Payment against INV-2026-001655,POSTED
LED-0001620,INV-2026-001900,V0062,Vertex Packaging Incorporated,2026-03-16,PAYMENT,2113652.87,LKR,INV-2026-001900,2000-AP,MKT,Payment against INV-2026-001900,POSTED
LED-0001797,,V0082,Redwood Logistics Incorporated,2026-03-16,REVERSAL,4855.13,GBP,JRN-001797,6100-SERVICES,HR,Vendor balance adjustment,POSTED
LED-0000304,INV-2026-000359,V0005,Nova Logistics Limited,2026-03-17,PAYMENT,3426.76,USD,INV-2026-000359,2000-AP,HR,Payment against INV-2026-000359,POSTED
LED-0000356,INV-2026-000417,V0044,Evergreen Systems Incorporated,2026-03-17,PAYMENT,21878.78,USD,INV-2026-000417,2020-AP-SERVICES,HR,Payment against INV-2026-000417,POSTED
LED-0000374,INV-2026-000438,V0049,Seacrest Consulting Incorporated,2026-03-17,PAYMENT,11728.71,USD,INV-2026-000438,2010-AP-TRADE,MKT,Payment against INV-2026-000438,POSTED
LED-0000641,INV-2026-000764,V0063,Fusion Consulting Incorporated,2026-03-17,PAYMENT,12402.42,USD,INV-2026-000764,2020-AP-SERVICES,FIN,Payment against INV-2026-000764,POSTED
LED-0000879,INV-2026-001032,V0040,Summit Textiles Incorporated,2026-03-17,PAYMENT,4283.81,EUR,INV-2026-001032,2010-AP-TRADE,MKT,Payment against INV-2026-001032,POSTED
LED-0000986,INV-2026-001147,V0038,Insight Services Limited,2026-03-17,PAYMENT,11005.33,GBP,INV-2026-001147,2010-AP-TRADE,FIN,Payment against INV-2026-001147,POSTED
LED-0001090,INV-2026-001268,V0021,Vertex Supplies Corporation,2026-03-17,PAYMENT,2633.36,GBP,INV-2026-001268,2000-AP,MKT,Payment against INV-2026-001268,POSTED
LED-0001139,INV-2026-001329,V0041,Metro Foods Limited,2026-03-17,PAYMENT,19236.44,USD,INV-2026-001329,2000-AP,LOG,Payment against INV-2026-001329,POSTED
LED-0001168,INV-2026-001366,V0011,Nova Engineering Corporation,2026-03-17,PAYMENT,1660.79,GBP,INV-2026-001366,2020-AP-SERVICES,LOG,Payment against INV-2026-001366,POSTED
LED-0001197,INV-2026-001399,V0037,Seacrest Holdings Limited,2026-03-17,PAYMENT,12488.29,USD,INV-2026-001399,2020-AP-SERVICES,OPS,Payment against INV-2026-001399,POSTED
LED-0001328,INV-2026-001555,V0034,Metro Consulting Limited,2026-03-17,PAYMENT,17760.23,EUR,INV-2026-001555,2000-AP,MKT,Payment against INV-2026-001555,POSTED
LED-0001514,INV-2026-001771,V0007,Quantum Technologies Incorporated,2026-03-17,PAYMENT,18327.1,GBP,INV-2026-001771,2020-AP-SERVICES,IT,Payment against INV-2026-001771,POSTED
LED-0001617,INV-2026-001897,V0018,Royal Networks Incorporated,2026-03-17,PAYMENT,3364.58,EUR,INV-2026-001897,2010-AP-TRADE,PROC,Payment against INV-2026-001897,POSTED
LED-0000428,INV-2026-000507,V0088,Unity Technologies Limited,2026-03-18,PAYMENT,5486.59,GBP,INV-2026-000507,2020-AP-SERVICES,FIN,Payment against INV-2026-000507,POSTED
LED-0000590,INV-2026-000699,V0069,Keystone Technologies Incorporated,2026-03-18,PAYMENT,94764.39,LKR,INV-2026-000699,2010-AP-TRADE,FIN,Payment against INV-2026-000699,POSTED
LED-0000619,INV-2026-000741,V0060,Zenith Packaging Limited,2026-03-18,PAYMENT,32218.76,LKR,INV-2026-000741,2000-AP,MKT,Payment against INV-2026-000741,POSTED
LED-0000803,INV-2026-000944,V0032,Keystone Logistics Limited,2026-03-18,PAYMENT,4461.25,EUR,INV-2026-000944,2000-AP,OPS,Payment against INV-2026-000944,POSTED
LED-0001264,INV-2026-001484,V0051,Nova Systems Corporation,2026-03-18,PAYMENT,14355.69,EUR,INV-2026-001484,2010-AP-TRADE,LOG,Payment against INV-2026-001484,POSTED
LED-0001564,INV-2026-001835,V0001,Unity Trading Limited,2026-03-18,PAYMENT,1670134.03,LKR,INV-2026-001835,2000-AP,MKT,Payment against INV-2026-001835,POSTED
LED-0001772,,V0046,Metro Holdings Incorporated,2026-03-18,ACCRUAL,4437.72,EUR,JRN-001772,6990-ADJUSTMENTS,PROC,Reversal entry,POSTED
LED-0001807,,V0026,Vertex Consulting Incorporated,2026-03-18,ACCRUAL,2790.07,USD,JRN-001807,6100-SERVICES,HR,Manual adjustment,POSTED
LED-0000014,INV-2026-000017,V0063,Fusion Consulting Incorporated,2026-03-19,PAYMENT,14030.98,USD,INV-2026-000017,2000-AP,FIN,Payment against INV-2026-000017,POSTED
LED-0000127,INV-2026-000149,V0066,Jade Pharma Incorporated,2026-03-19,PAYMENT,15866.27,USD,INV-2026-000149,2020-AP-SERVICES,OPS,Payment against INV-2026-000149,POSTED
LED-0000196,INV-2026-000232,V0005,Nova Logistics Limited,2026-03-19,PAYMENT,22119.11,USD,INV-2026-000232,2000-AP,IT,Payment against INV-2026-000232,POSTED
LED-0000257,INV-2026-000304,V0002,Zenith Consulting Limited,2026-03-19,PAYMENT,7355.85,USD,INV-2026-000304,2000-AP,LOG,Payment against INV-2026-000304,POSTED
LED-0000305,INV-2026-000360,V0089,Pioneer Supplies Limited,2026-03-19,PAYMENT,10332.72,GBP,INV-2026-000360,2000-AP,OPS,Payment against INV-2026-000360,POSTED
LED-0000340,INV-2026-000401,V0024,Unity Foods Limited,2026-03-19,PAYMENT,20790.78,USD,INV-2026-000401,2000-AP,MKT,Payment against INV-2026-000401,POSTED
LED-0000604,INV-2026-000716,V0070,Royal Supplies Incorporated,2026-03-19,PAYMENT,21608.8,GBP,INV-2026-000716,2000-AP,OPS,Payment against INV-2026-000716,POSTED
LED-0000799,INV-2026-000940,V0034,Metro Consulting Limited,2026-03-19,PAYMENT,1120147.29,LKR,INV-2026-000940,2010-AP-TRADE,FIN,Payment against INV-2026-000940,POSTED
LED-0000936,INV-2026-001092,V0062,Vertex Packaging Incorporated,2026-03-19,PAYMENT,13953.81,USD,INV-2026-001092,2000-AP,OPS,Payment against INV-2026-001092,POSTED
LED-0001015,INV-2026-001179,V0054,Jade Industries Limited,2026-03-19,PAYMENT,769.57,USD,INV-2026-001179,2010-AP-TRADE,MKT,Payment against INV-2026-001179,POSTED
LED-0001311,INV-2026-001535,V0068,Harbor Supplies Limited,2026-03-19,PAYMENT,2110.74,USD,INV-2026-001535,2000-AP,LOG,Payment against INV-2026-001535,POSTED
LED-0001360,INV-2026-001591,V0088,Unity Technologies Limited,2026-03-19,PAYMENT,107224.27,LKR,INV-2026-001591,2020-AP-SERVICES,PROC,Payment against INV-2026-001591,POSTED
LED-0001708,,V0058,Harbor Logistics Limited,2026-03-19,ACCRUAL,1435.71,EUR,JRN-001708,6990-ADJUSTMENTS,HR,Manual adjustment,POSTED
LED-0001737,,V0039,Zenith Consulting Incorporated,2026-03-19,ADJUSTMENT,4146.69,USD,JRN-001737,6200-ADMIN,LOG,Prior-period correction,POSTED
LED-0000316,INV-2026-000374,V0039,Zenith Consulting Incorporated,2026-03-20,PAYMENT,15337.63,EUR,INV-2026-000374,2000-AP,OPS,Payment against INV-2026-000374,POSTED
LED-0000405,INV-2026-000479,V0062,Vertex Packaging Incorporated,2026-03-20,PAYMENT,13816.16,USD,INV-2026-000479,2010-AP-TRADE,FIN,Payment against INV-2026-000479,POSTED
LED-0001129,INV-2026-001315,V0068,Harbor Supplies Limited,2026-03-20,PAYMENT,15208.58,USD,INV-2026-001315,2000-AP,OPS,Payment against INV-2026-001315,POSTED
LED-0001216,INV-2026-001427,V0006,Crescent Industries Limited,2026-03-20,PAYMENT,8530.73,USD,INV-2026-001427,2020-AP-SERVICES,HR,Payment against INV-2026-001427,POSTED
LED-0001562,INV-2026-001833,V0034,Metro Consulting Limited,2026-03-20,PAYMENT,5231.0,GBP,INV-2026-001833,2020-AP-SERVICES,PROC,Payment against INV-2026-001833,POSTED
LED-0001649,INV-2026-001936,V0015,Titan Consulting Limited,2026-03-20,PAYMENT,1696910.52,LKR,INV-2026-001936,2020-AP-SERVICES,LOG,Payment against INV-2026-001936,POSTED
LED-0000064,INV-2026-000076,V0027,Pioneer Solutions Incorporated,2026-03-21,PAYMENT,11777.3,USD,INV-2026-000076,2000-AP,MKT,Payment against INV-2026-000076,POSTED
LED-0000265,INV-2026-000313,V0051,Nova Systems Corporation,2026-03-21,PAYMENT,1602.66,EUR,INV-2026-000313,2010-AP-TRADE,OPS,Payment against INV-2026-000313,POSTED
LED-0000309,INV-2026-000365,V0008,Global Textiles Limited,2026-03-21,PAYMENT,1215.13,USD,INV-2026-000365,2020-AP-SERVICES,OPS,Payment against INV-2026-000365,POSTED
LED-0000446,INV-2026-000530,V0035,Global Engineering Limited,2026-03-21,PAYMENT,283.1,GBP,INV-2026-000530,2020-AP-SERVICES,HR,Payment against INV-2026-000530,POSTED
LED-0001361,INV-2026-001592,V0070,Royal Supplies Incorporated,2026-03-21,PAYMENT,1073.37,GBP,INV-2026-001592,2010-AP-TRADE,HR,Payment against INV-2026-001592,POSTED
LED-0001749,,V0023,Metro Consulting Corporation,2026-03-21,REVERSAL,4577.9,USD,JRN-001749,6200-ADMIN,LOG,Vendor balance adjustment,POSTED
LED-0000394,INV-2026-000467,V0065,Pioneer Industries Incorporated,2026-03-22,PAYMENT,5396.05,USD,INV-2026-000467,2000-AP,FIN,Payment against INV-2026-000467,POSTED
LED-0000420,INV-2026-000498,V0035,Global Engineering Limited,2026-03-22,PAYMENT,14773.79,USD,INV-2026-000498,2020-AP-SERVICES,FIN,Payment against INV-2026-000498,POSTED
LED-0000589,INV-2026-000697,V0064,Redwood Textiles Limited,2026-03-22,PAYMENT,18462.74,GBP,INV-2026-000697,2010-AP-TRADE,FIN,Payment against INV-2026-000697,POSTED
LED-0000621,INV-2026-000743,V0064,Redwood Textiles Limited,2026-03-22,PAYMENT,8042.96,GBP,INV-2026-000743,2000-AP,PROC,Payment against INV-2026-000743,POSTED
LED-0000633,INV-2026-000756,V0026,Vertex Consulting Incorporated,2026-03-22,PAYMENT,2271.14,USD,INV-2026-000756,2010-AP-TRADE,OPS,Payment against INV-2026-000756,POSTED
LED-0000851,INV-2026-001003,V0061,Silverline Services Limited,2026-03-22,PAYMENT,233.58,USD,INV-2026-001003,2020-AP-SERVICES,HR,Payment against INV-2026-001003,POSTED
LED-0000930,INV-2026-001086,V0002,Zenith Consulting Limited,2026-03-22,PAYMENT,18278.85,GBP,INV-2026-001086,2010-AP-TRADE,HR,Payment against INV-2026-001086,POSTED
LED-0001052,INV-2026-001221,V0059,Seacrest Solutions Limited,2026-03-22,PAYMENT,11025.81,USD,INV-2026-001221,2010-AP-TRADE,OPS,Payment against INV-2026-001221,POSTED
LED-0001055,INV-2026-001225,V0083,Metro Engineering Limited,2026-03-22,PAYMENT,2409.94,USD,INV-2026-001225,2000-AP,IT,Payment against INV-2026-001225,POSTED
LED-0001347,INV-2026-001578,V0012,Evergreen Industries Corporation,2026-03-22,PAYMENT,4436.72,USD,INV-2026-001578,2010-AP-TRADE,HR,Payment against INV-2026-001578,POSTED
LED-0001598,INV-2026-001874,V0062,Vertex Packaging Incorporated,2026-03-22,PAYMENT,17327.67,USD,INV-2026-001874,2010-AP-TRADE,PROC,Payment against INV-2026-001874,POSTED
LED-0001643,INV-2026-001929,V0077,Pioneer Packaging Limited,2026-03-22,PAYMENT,20838.51,USD,INV-2026-001929,2010-AP-TRADE,OPS,Payment against INV-2026-001929,POSTED
LED-0001662,INV-2026-001949,V0080,Vertex Textiles Corporation,2026-03-22,PAYMENT,2274.09,USD,INV-2026-001949,2010-AP-TRADE,MKT,Payment against INV-2026-001949,POSTED
LED-0001751,,V0066,Jade Pharma Incorporated,2026-03-22,ACCRUAL,815.95,USD,JRN-001751,2000-AP,IT,Prior-period correction,POSTED
LED-0000067,INV-2026-000079,V0007,Quantum Technologies Incorporated,2026-03-23,PAYMENT,2379.35,EUR,INV-2026-000079,2000-AP,MKT,Payment against INV-2026-000079,POSTED
LED-0000094,INV-2026-000114,V0043,Silverline Logistics Limited,2026-03-23,PAYMENT,3166.12,GBP,INV-2026-000114,2010-AP-TRADE,PROC,Payment against INV-2026-000114,POSTED
LED-0000201,INV-2026-000237,V0049,Seacrest Consulting Incorporated,2026-03-23,PAYMENT,18862.7,USD,INV-2026-000237,2000-AP,OPS,Payment against INV-2026-000237,POSTED
LED-0000390,INV-2026-000460,V0038,Insight Services Limited,2026-03-23,PAYMENT,11293.69,EUR,INV-2026-000460,2010-AP-TRADE,IT,Payment against INV-2026-000460,POSTED
LED-0000445,INV-2026-000529,V0063,Fusion Consulting Incorporated,2026-03-23,PAYMENT,3616.44,USD,INV-2026-000529,2020-AP-SERVICES,IT,Payment against INV-2026-000529,POSTED
LED-0000491,INV-2026-000584,V0068,Harbor Supplies Limited,2026-03-23,PAYMENT,358427.38,LKR,INV-2026-000584,2020-AP-SERVICES,IT,Payment against INV-2026-000584,POSTED
LED-0000519,INV-2026-000614,V0037,Seacrest Holdings Limited,2026-03-23,PAYMENT,7003.09,USD,INV-2026-000614,2020-AP-SERVICES,IT,Payment against INV-2026-000614,POSTED
LED-0001001,INV-2026-001165,V0022,Crescent Supplies Limited,2026-03-23,PAYMENT,11148.92,USD,INV-2026-001165,2000-AP,OPS,Payment against INV-2026-001165,POSTED
LED-0001020,INV-2026-001186,V0046,Metro Holdings Incorporated,2026-03-23,PAYMENT,19408.07,GBP,INV-2026-001186,2020-AP-SERVICES,MKT,Payment against INV-2026-001186,POSTED
LED-0001029,INV-2026-001196,V0052,Apex Consulting Incorporated,2026-03-23,PAYMENT,4783.46,USD,INV-2026-001196,2000-AP,IT,Payment against INV-2026-001196,POSTED
LED-0001124,INV-2026-001309,V0014,Delta Foods Corporation,2026-03-23,PAYMENT,2370.07,USD,INV-2026-001309,2000-AP,OPS,Payment against INV-2026-001309,POSTED
LED-0001275,INV-2026-001496,V0028,Unity Systems Incorporated,2026-03-23,PAYMENT,5018.03,USD,INV-2026-001496,2010-AP-TRADE,PROC,Payment against INV-2026-001496,POSTED
LED-0001295,INV-2026-001517,V0020,Global Solutions Limited,2026-03-23,PAYMENT,15756.75,USD,INV-2026-001517,2000-AP,OPS,Payment against INV-2026-001517,POSTED
LED-0000020,INV-2026-000026,V0089,Pioneer Supplies Limited,2026-03-24,PAYMENT,15987.74,USD,INV-2026-000026,2010-AP-TRADE,MKT,Payment against INV-2026-000026,POSTED
LED-0000110,INV-2026-000131,V0086,Orbit Supplies Limited,2026-03-24,PAYMENT,1685.28,USD,INV-2026-000131,2020-AP-SERVICES,MKT,Payment against INV-2026-000131,POSTED
LED-0000162,INV-2026-000190,V0073,Crescent Logistics Corporation,2026-03-24,PAYMENT,18854.21,EUR,INV-2026-000190,2010-AP-TRADE,OPS,Payment against INV-2026-000190,POSTED
LED-0000295,INV-2026-000349,V0085,Royal Holdings Limited,2026-03-24,PAYMENT,10937.23,GBP,INV-2026-000349,2000-AP,OPS,Payment against INV-2026-000349,POSTED
LED-0000715,INV-2026-000844,V0044,Evergreen Systems Incorporated,2026-03-24,PAYMENT,1926.28,USD,INV-2026-000844,2000-AP,IT,Payment against INV-2026-000844,POSTED
LED-0000774,INV-2026-000910,V0084,Harbor Industries Limited,2026-03-24,PAYMENT,21079.92,USD,INV-2026-000910,2010-AP-TRADE,IT,Payment against INV-2026-000910,POSTED
LED-0001034,INV-2026-001201,V0046,Metro Holdings Incorporated,2026-03-24,PAYMENT,14234.68,USD,INV-2026-001201,2000-AP,IT,Payment against INV-2026-001201,POSTED
LED-0001309,INV-2026-001533,V0066,Jade Pharma Incorporated,2026-03-24,PAYMENT,1369134.37,LKR,INV-2026-001533,2010-AP-TRADE,LOG,Payment against INV-2026-001533,POSTED
LED-0001312,INV-2026-001536,V0055,Lanka Systems Incorporated,2026-03-24,PAYMENT,21104.65,USD,INV-2026-001536,2020-AP-SERVICES,LOG,Payment against INV-2026-001536,POSTED
LED-0001453,INV-2026-001702,V0062,Vertex Packaging Incorporated,2026-03-24,PAYMENT,13464.3,USD,INV-2026-001702,2020-AP-SERVICES,MKT,Payment against INV-2026-001702,POSTED
LED-0001475,INV-2026-001726,V0063,Fusion Consulting Incorporated,2026-03-24,PAYMENT,18339.22,USD,INV-2026-001726,2020-AP-SERVICES,IT,Payment against INV-2026-001726,POSTED
LED-0001603,INV-2026-001880,V0005,Nova Logistics Limited,2026-03-24,PAYMENT,8913.96,EUR,INV-2026-001880,2010-AP-TRADE,IT,Payment against INV-2026-001880,POSTED
LED-0000041,INV-2026-000050,V0063,Fusion Consulting Incorporated,2026-03-25,PAYMENT,10528.6,EUR,INV-2026-000050,2010-AP-TRADE,OPS,Payment against INV-2026-000050,POSTED
LED-0000248,INV-2026-000294,V0041,Metro Foods Limited,2026-03-25,PAYMENT,1850169.5,LKR,INV-2026-000294,2010-AP-TRADE,PROC,Payment against INV-2026-000294,POSTED
LED-0000450,INV-2026-000536,V0039,Zenith Consulting Incorporated,2026-03-25,PAYMENT,17289.51,USD,INV-2026-000536,2010-AP-TRADE,PROC,Payment against INV-2026-000536,POSTED
LED-0000479,INV-2026-000571,V0080,Vertex Textiles Corporation,2026-03-25,PAYMENT,18493.36,USD,INV-2026-000571,2010-AP-TRADE,OPS,Payment against INV-2026-000571,POSTED
LED-0000766,INV-2026-000902,V0058,Harbor Logistics Limited,2026-03-25,PAYMENT,15683.69,USD,INV-2026-000902,2020-AP-SERVICES,FIN,Payment against INV-2026-000902,POSTED
LED-0000793,INV-2026-000932,V0019,Titan Foods Incorporated,2026-03-25,PAYMENT,13083.33,USD,INV-2026-000932,2000-AP,LOG,Payment against INV-2026-000932,POSTED
LED-0000802,INV-2026-000943,V0017,Delta Pharma Limited,2026-03-25,PAYMENT,8249.61,EUR,INV-2026-000943,2010-AP-TRADE,HR,Payment against INV-2026-000943,POSTED
LED-0001389,INV-2026-001624,V0032,Keystone Logistics Limited,2026-03-25,PAYMENT,14092.01,USD,INV-2026-001624,2020-AP-SERVICES,IT,Payment against INV-2026-001624,POSTED
LED-0001557,INV-2026-001828,V0051,Nova Systems Corporation,2026-03-25,PAYMENT,4676.91,EUR,INV-2026-001828,2020-AP-SERVICES,HR,Payment against INV-2026-001828,POSTED
LED-0001566,INV-2026-001838,V0070,Royal Supplies Incorporated,2026-03-25,PAYMENT,16110.98,EUR,INV-2026-001838,2020-AP-SERVICES,FIN,Payment against INV-2026-001838,POSTED
LED-0001608,INV-2026-001887,V0016,Zenith Holdings Incorporated,2026-03-25,PAYMENT,16373.88,GBP,INV-2026-001887,2020-AP-SERVICES,PROC,Payment against INV-2026-001887,POSTED
LED-0000198,INV-2026-000234,V0018,Royal Networks Incorporated,2026-03-26,PAYMENT,19489.55,GBP,INV-2026-000234,2010-AP-TRADE,FIN,Payment against INV-2026-000234,POSTED
LED-0000256,INV-2026-000303,V0021,Vertex Supplies Corporation,2026-03-26,PAYMENT,13521.51,EUR,INV-2026-000303,2020-AP-SERVICES,IT,Payment against INV-2026-000303,POSTED
LED-0000677,INV-2026-000804,V0039,Zenith Consulting Incorporated,2026-03-26,PAYMENT,14952.12,USD,INV-2026-000804,2020-AP-SERVICES,OPS,Payment against INV-2026-000804,POSTED
LED-0000745,INV-2026-000879,V0075,Vertex Packaging Limited,2026-03-26,PAYMENT,2440.24,USD,INV-2026-000879,2000-AP,IT,Payment against INV-2026-000879,POSTED
LED-0001019,INV-2026-001185,V0070,Royal Supplies Incorporated,2026-03-26,PAYMENT,734.86,USD,INV-2026-001185,2020-AP-SERVICES,PROC,Payment against INV-2026-001185,POSTED
LED-0001144,INV-2026-001335,V0064,Redwood Textiles Limited,2026-03-26,PAYMENT,318832.87,LKR,INV-2026-001335,2010-AP-TRADE,MKT,Payment against INV-2026-001335,POSTED
LED-0001201,INV-2026-001403,V0037,Seacrest Holdings Limited,2026-03-26,PAYMENT,22279.63,GBP,INV-2026-001403,2000-AP,LOG,Payment against INV-2026-001403,POSTED
LED-0001208,INV-2026-001416,V0041,Metro Foods Limited,2026-03-26,PAYMENT,724729.55,LKR,INV-2026-001416,2020-AP-SERVICES,HR,Payment against INV-2026-001416,POSTED
LED-0001319,INV-2026-001544,V0049,Seacrest Consulting Incorporated,2026-03-26,PAYMENT,10803.71,GBP,INV-2026-001544,2020-AP-SERVICES,MKT,Payment against INV-2026-001544,POSTED
LED-0001344,INV-2026-001575,V0021,Vertex Supplies Corporation,2026-03-26,PAYMENT,15501.84,EUR,INV-2026-001575,2010-AP-TRADE,PROC,Payment against INV-2026-001575,POSTED
LED-0001494,INV-2026-001747,V0040,Summit Textiles Incorporated,2026-03-26,PAYMENT,14645.74,EUR,INV-2026-001747,2010-AP-TRADE,HR,Payment against INV-2026-001747,POSTED
LED-0001600,INV-2026-001876,V0080,Vertex Textiles Corporation,2026-03-26,PAYMENT,1113.02,USD,INV-2026-001876,2000-AP,MKT,Payment against INV-2026-001876,POSTED
LED-0001645,INV-2026-001932,V0076,Royal Services Incorporated,2026-03-26,PAYMENT,4143.62,USD,INV-2026-001932,2010-AP-TRADE,LOG,Payment against INV-2026-001932,POSTED
LED-0001745,,V0049,Seacrest Consulting Incorporated,2026-03-26,ADJUSTMENT,183697.94,LKR,JRN-001745,6990-ADJUSTMENTS,HR,Prior-period correction,POSTED
LED-0000180,INV-2026-000212,V0039,Zenith Consulting Incorporated,2026-03-27,PAYMENT,12430.26,USD,INV-2026-000212,2020-AP-SERVICES,FIN,Payment against INV-2026-000212,POSTED
LED-0000407,INV-2026-000481,V0014,Delta Foods Corporation,2026-03-27,PAYMENT,12697.73,GBP,INV-2026-000481,2010-AP-TRADE,OPS,Payment against INV-2026-000481,POSTED
LED-0000411,INV-2026-000486,V0012,Evergreen Industries Corporation,2026-03-27,PAYMENT,8775.3,EUR,INV-2026-000486,2010-AP-TRADE,OPS,Payment against INV-2026-000486,POSTED
LED-0000660,INV-2026-000785,V0044,Evergreen Systems Incorporated,2026-03-27,PAYMENT,17652.33,EUR,INV-2026-000785,2000-AP,OPS,Payment against INV-2026-000785,POSTED
LED-0000687,INV-2026-000814,V0029,Zenith Supplies Limited,2026-03-27,PAYMENT,1762008.71,LKR,INV-2026-000814,2020-AP-SERVICES,HR,Payment against INV-2026-000814,POSTED
LED-0000739,INV-2026-000873,V0052,Apex Consulting Incorporated,2026-03-27,PAYMENT,923.36,USD,INV-2026-000873,2010-AP-TRADE,LOG,Payment against INV-2026-000873,POSTED
LED-0000761,INV-2026-000896,V0015,Titan Consulting Limited,2026-03-27,PAYMENT,5792.79,USD,INV-2026-000896,2010-AP-TRADE,FIN,Payment against INV-2026-000896,POSTED
LED-0000938,INV-2026-001094,V0042,Evergreen Packaging Limited,2026-03-27,PAYMENT,6543.0,USD,INV-2026-001094,2010-AP-TRADE,FIN,Payment against INV-2026-001094,POSTED
LED-0001148,INV-2026-001339,V0087,Orbit Trading Limited,2026-03-27,PAYMENT,3130.49,USD,INV-2026-001339,2000-AP,FIN,Payment against INV-2026-001339,POSTED
LED-0001180,INV-2026-001379,V0028,Unity Systems Incorporated,2026-03-27,PAYMENT,3266.41,USD,INV-2026-001379,2020-AP-SERVICES,IT,Payment against INV-2026-001379,POSTED
LED-0001188,INV-2026-001388,V0033,BrightPath Logistics Corporation,2026-03-27,PAYMENT,19455.5,EUR,INV-2026-001388,2010-AP-TRADE,PROC,Payment against INV-2026-001388,POSTED
LED-0001348,INV-2026-001579,V0068,Harbor Supplies Limited,2026-03-27,PAYMENT,1530.32,EUR,INV-2026-001579,2000-AP,OPS,Payment against INV-2026-001579,POSTED
LED-0001358,INV-2026-001589,V0058,Harbor Logistics Limited,2026-03-27,PAYMENT,9454.75,GBP,INV-2026-001589,2010-AP-TRADE,HR,Payment against INV-2026-001589,POSTED
LED-0001394,INV-2026-001629,V0015,Titan Consulting Limited,2026-03-27,PAYMENT,15142.79,USD,INV-2026-001629,2010-AP-TRADE,HR,Payment against INV-2026-001629,POSTED
