invoice_id,scenario,expected_action,ledger_entry_ids,bank_transaction_ids
INV-2026-000308,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000261,BNK-00000293
INV-2026-000309,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000262,BNK-00000294
INV-2026-000310,exact,AUTO_RECONCILE,LED-0000263,BNK-00000295
INV-2026-000311,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000312,exact,AUTO_RECONCILE,LED-0000264,BNK-00000296
INV-2026-000313,exact,AUTO_RECONCILE,LED-0000265,BNK-00000297
INV-2026-000314,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000266,BNK-00000298
INV-2026-000315,exact,AUTO_RECONCILE,LED-0000267,BNK-00000299
INV-2026-000316,exact,AUTO_RECONCILE,LED-0000268,BNK-00000300
INV-2026-000317,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000269,BNK-00000301|BNK-00000302
INV-2026-000318,exact,AUTO_RECONCILE,LED-0000270,BNK-00000303
INV-2026-000319,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000320,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000321,exact,AUTO_RECONCILE,LED-0000271,BNK-00000304
INV-2026-000322,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000305
INV-2026-000323,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000272,BNK-00000306
INV-2026-000324,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000273,BNK-00000307|BNK-00000308
INV-2026-000325,exact,AUTO_RECONCILE,LED-0000274,BNK-00000309
INV-2026-000326,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000275,BNK-00000310
INV-2026-000327,exact,AUTO_RECONCILE,LED-0000276,BNK-00000311
INV-2026-000328,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000277,BNK-00000312
INV-2026-000329,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000278,BNK-00000313
INV-2026-000330,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000279,BNK-00000314
INV-2026-000331,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000280,BNK-00000315|BNK-00000316
INV-2026-000332,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000281,BNK-00000317
INV-2026-000333,exact,AUTO_RECONCILE,LED-0000282,BNK-00000318
INV-2026-000334,exact,AUTO_RECONCILE,LED-0000283,BNK-00000319
INV-2026-000335,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000284,BNK-00000320
INV-2026-000336,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000285,BNK-00000321
INV-2026-000337,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000286,BNK-00000322
INV-2026-000338,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000287,BNK-00000323
INV-2026-000339,exact,AUTO_RECONCILE,LED-0000288,BNK-00000324
INV-2026-000340,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000341,exact,AUTO_RECONCILE,LED-0000289,BNK-00000325
INV-2026-000342,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000326
INV-2026-000343,exact,AUTO_RECONCILE,LED-0000290,BNK-00000327
INV-2026-000344,exact,AUTO_RECONCILE,LED-0000291,BNK-00000328
INV-2026-000345,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000292,BNK-00000329
INV-2026-000346,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000347,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000293,BNK-00000330
INV-2026-000348,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000294,BNK-00000331
INV-2026-000349,exact,AUTO_RECONCILE,LED-0000295,BNK-00000332
INV-2026-000350,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000351,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000296,BNK-00000333
INV-2026-000352,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000297,BNK-00000334
INV-2026-000353,exact,AUTO_RECONCILE,LED-0000298,BNK-00000335
INV-2026-000354,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000299,BNK-00000336
INV-2026-000355,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000300,BNK-00000337
INV-2026-000356,exact,AUTO_RECONCILE,LED-0000301,BNK-00000338
INV-2026-000357,exact,AUTO_RECONCILE,LED-0000302,BNK-00000339
INV-2026-000358,exact,AUTO_RECONCILE,LED-0000303,BNK-00000340
INV-2026-000359,exact,AUTO_RECONCILE,LED-0000304,BNK-00000341
INV-2026-000360,exact,AUTO_RECONCILE,LED-0000305,BNK-00000342
INV-2026-000361,exact,AUTO_RECONCILE,LED-0000306,BNK-00000343
INV-2026-000362,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000307,BNK-00000344
INV-2026-000363,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000308,BNK-00000345
INV-2026-000364,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000365,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000309,BNK-00000346
INV-2026-000366,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000310,BNK-00000347
INV-2026-000367,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000368,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000311,BNK-00000348
INV-2026-000369,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000312,BNK-00000349
INV-2026-000370,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000350
INV-2026-000371,exact,AUTO_RECONCILE,LED-0000313,BNK-00000351
INV-2026-000372,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000314,BNK-00000352
INV-2026-000373,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000315,BNK-00000353|BNK-00000354
INV-2026-000374,exact,AUTO_RECONCILE,LED-0000316,BNK-00000355
INV-2026-000375,exact,AUTO_RECONCILE,LED-0000317,BNK-00000356
INV-2026-000376,exact,AUTO_RECONCILE,LED-0000318,BNK-00000357
INV-2026-000377,exact,AUTO_RECONCILE,LED-0000319,BNK-00000358
INV-2026-000378,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000320,BNK-00000359
INV-2026-000379,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000380,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000321,BNK-00000360
INV-2026-000381,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000322,BNK-00000361
INV-2026-000382,exact,AUTO_RECONCILE,LED-0000323,BNK-00000362
INV-2026-000383,exact,AUTO_RECONCILE,LED-0000324,BNK-00000363
INV-2026-000384,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000325,BNK-00000364|BNK-00000365
INV-2026-000385,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000326,BNK-00000366
INV-2026-000386,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000367
INV-2026-000387,exact,AUTO_RECONCILE,LED-0000327,BNK-00000368
INV-2026-000388,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000328,BNK-00000369
INV-2026-000389,exact,AUTO_RECONCILE,LED-0000329,BNK-00000370
INV-2026-000390,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000330,BNK-00000371|BNK-00000372
INV-2026-000391,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000331,BNK-00000373
INV-2026-000392,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000393,exact,AUTO_RECONCILE,LED-0000332,BNK-00000374
INV-2026-000394,exact,AUTO_RECONCILE,LED-0000333,BNK-00000375
INV-2026-000395,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000334,BNK-00000376|BNK-00000377
INV-2026-000396,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000335,BNK-00000378
INV-2026-000397,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000336,BNK-00000379
INV-2026-000398,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000337,BNK-00000380
INV-2026-000399,exact,AUTO_RECONCILE,LED-0000338,BNK-00000381
INV-2026-000400,exact,AUTO_RECONCILE,LED-0000339,BNK-00000382
INV-2026-000401,exact,AUTO_RECONCILE,LED-0000340,BNK-00000383
INV-2026-000402,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000341,BNK-00000384
INV-2026-000403,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000342,BNK-00000385
INV-2026-000404,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000343,BNK-00000386
INV-2026-000405,exact,AUTO_RECONCILE,LED-0000344,BNK-00000387
INV-2026-000406,exact,AUTO_RECONCILE,LED-0000345,BNK-00000388
INV-2026-000407,exact,AUTO_RECONCILE,LED-0000346,BNK-00000389
INV-2026-000408,exact,AUTO_RECONCILE,LED-0000347,BNK-00000390
INV-2026-000409,exact,AUTO_RECONCILE,LED-0000348,BNK-00000391
INV-2026-000410,exact,AUTO_RECONCILE,LED-0000349,BNK-00000392
INV-2026-000411,exact,AUTO_RECONCILE,LED-0000350,BNK-00000393
INV-2026-000412,exact,AUTO_RECONCILE,LED-0000351,BNK-00000394
INV-2026-000413,exact,AUTO_RECONCILE,LED-0000352,BNK-00000395
INV-2026-000414,exact,AUTO_RECONCILE,LED-0000353,BNK-00000396
INV-2026-000415,exact,AUTO_RECONCILE,LED-0000354,BNK-00000397
INV-2026-000416,exact,AUTO_RECONCILE,LED-0000355,BNK-00000398
INV-2026-000417,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000356,BNK-00000399
INV-2026-000418,exact,AUTO_RECONCILE,LED-0000357,BNK-00000400
INV-2026-000419,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000420,exact,AUTO_RECONCILE,LED-0000358,BNK-00000401
INV-2026-000421,exact,AUTO_RECONCILE,LED-0000359,BNK-00000402
INV-2026-000422,exact,AUTO_RECONCILE,LED-0000360,BNK-00000403
INV-2026-000423,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000361,BNK-00000404|BNK-00000405
INV-2026-000424,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000362,BNK-00000406
INV-2026-000425,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000363,BNK-00000407|BNK-00000408
INV-2026-000426,exact,AUTO_RECONCILE,LED-0000364,BNK-00000409
INV-2026-000427,exact,AUTO_RECONCILE,LED-0000365,BNK-00000410
INV-2026-000428,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000366,BNK-00000411
INV-2026-000429,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000367,BNK-00000412
INV-2026-000430,exact,AUTO_RECONCILE,LED-0000368,BNK-00000413
INV-2026-000431,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000369,BNK-00000414
INV-2026-000432,exact,AUTO_RECONCILE,LED-0000370,BNK-00000415
INV-2026-000433,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000371,BNK-00000416
INV-2026-000434,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000435,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000372,BNK-00000417
INV-2026-000436,exact,AUTO_RECONCILE,LED-0000373,BNK-00000418
INV-2026-000437,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000438,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000374,BNK-00000419|BNK-00000420
INV-2026-000439,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000375,BNK-00000421
INV-2026-000440,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000376,BNK-00000422
INV-2026-000441,exact,AUTO_RECONCILE,LED-0000377,BNK-00000423
INV-2026-000442,exact,AUTO_RECONCILE,LED-0000378,BNK-00000424
INV-2026-000443,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000425
INV-2026-000444,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000379,BNK-00000426
INV-2026-000445,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000380,BNK-00000427
INV-2026-000446,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000381,BNK-00000428
INV-2026-000447,exact,AUTO_RECONCILE,LED-0000382,BNK-00000429
INV-2026-000448,exact,AUTO_RECONCILE,LED-0000383,BNK-00000430
INV-2026-000449,exact,AUTO_RECONCILE,LED-0000384,BNK-00000431
INV-2026-000450,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000451,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000385,BNK-00000432
INV-2026-000452,exact,AUTO_RECONCILE,LED-0000386,BNK-00000433
INV-2026-000453,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000454,exact,AUTO_RECONCILE,LED-0000387,BNK-00000434
INV-2026-000455,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000456,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000388,BNK-00000435
INV-2026-000457,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000436
INV-2026-000458,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000389,BNK-00000437
INV-2026-000459,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000460,exact,AUTO_RECONCILE,LED-0000390,BNK-00000438
INV-2026-000461,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000462,exact,AUTO_RECONCILE,LED-0000391,BNK-00000439
INV-2026-000463,exact,AUTO_RECONCILE,LED-0000392,BNK-00000440
INV-2026-000464,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000465,exact,AUTO_RECONCILE,LED-0000393,BNK-00000441
INV-2026-000466,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000467,exact,AUTO_RECONCILE,LED-0000394,BNK-00000442
INV-2026-000468,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000395,BNK-00000443
INV-2026-000469,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000396,BNK-00000444
INV-2026-000470,exact,AUTO_RECONCILE,LED-0000397,BNK-00000445
INV-2026-000471,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000398,BNK-00000446
INV-2026-000472,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000399,BNK-00000447
INV-2026-000473,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000400,BNK-00000448|BNK-00000449
INV-2026-000474,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000401,BNK-00000450
INV-2026-000475,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000402,BNK-00000451
INV-2026-000476,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000452
INV-2026-000477,exact,AUTO_RECONCILE,LED-0000403,BNK-00000453
INV-2026-000478,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000404,BNK-00000454
INV-2026-000479,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000405,BNK-00000455
INV-2026-000480,exact,AUTO_RECONCILE,LED-0000406,BNK-00000456
INV-2026-000481,exact,AUTO_RECONCILE,LED-0000407,BNK-00000457
INV-2026-000482,exact,AUTO_RECONCILE,LED-0000408,BNK-00000458
INV-2026-000483,exact,AUTO_RECONCILE,LED-0000409,BNK-00000459
INV-2026-000484,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000485,exact,AUTO_RECONCILE,LED-0000410,BNK-00000460
INV-2026-000486,exact,AUTO_RECONCILE,LED-0000411,BNK-00000461
INV-2026-000487,exact,AUTO_RECONCILE,LED-0000412,BNK-00000462
INV-2026-000488,exact,AUTO_RECONCILE,LED-0000413,BNK-00000463
INV-2026-000489,exact,AUTO_RECONCILE,LED-0000414,BNK-00000464
INV-2026-000490,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000415,BNK-00000465|BNK-00000466
INV-2026-000491,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000416,BNK-00000467|BNK-00000468
INV-2026-000492,exact,AUTO_RECONCILE,LED-0000417,BNK-00000469
INV-2026-000493,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000418,BNK-00000470
INV-2026-000494,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000471
INV-2026-000495,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000496,exact,AUTO_RECONCILE,LED-0000419,BNK-00000472
INV-2026-000497,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000498,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000420,BNK-00000473
INV-2026-000499,exact,AUTO_RECONCILE,LED-0000421,BNK-00000474
INV-2026-000500,exact,AUTO_RECONCILE,LED-0000422,BNK-00000475
INV-2026-000501,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000423,BNK-00000476
INV-2026-000502,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000503,exact,AUTO_RECONCILE,LED-0000424,BNK-00000477
INV-2026-000504,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000425,BNK-00000478
INV-2026-000505,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000426,BNK-00000479|BNK-00000480
INV-2026-000506,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000427,BNK-00000481
INV-2026-000507,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000428,BNK-00000482
INV-2026-000508,exact,AUTO_RECONCILE,LED-0000429,BNK-00000483
INV-2026-000509,exact,AUTO_RECONCILE,LED-0000430,BNK-00000484
INV-2026-000510,exact,AUTO_RECONCILE,LED-0000431,BNK-00000485
INV-2026-000511,exact,AUTO_RECONCILE,LED-0000432,BNK-00000486
INV-2026-000512,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000433,BNK-00000487
INV-2026-000513,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000514,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000515,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000516,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000434,BNK-00000488
INV-2026-000517,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000435,BNK-00000489
INV-2026-000518,exact,AUTO_RECONCILE,LED-0000436,BNK-00000490
INV-2026-000519,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000520,exact,AUTO_RECONCILE,LED-0000437,BNK-00000491
INV-2026-000521,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000438,BNK-00000492
INV-2026-000522,exact,AUTO_RECONCILE,LED-0000439,BNK-00000493
INV-2026-000523,exact,AUTO_RECONCILE,LED-0000440,BNK-00000494
INV-2026-000524,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000441,BNK-00000495
INV-2026-000525,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000442,BNK-00000496
INV-2026-000526,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000443,BNK-00000497|BNK-00000498
INV-2026-000527,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000499
INV-2026-000528,exact,AUTO_RECONCILE,LED-0000444,BNK-00000500
INV-2026-000529,exact,AUTO_RECONCILE,LED-0000445,BNK-00000501
INV-2026-000530,exact,AUTO_RECONCILE,LED-0000446,BNK-00000502
INV-2026-000531,exact,AUTO_RECONCILE,LED-0000447,BNK-00000503
INV-2026-000532,exact,AUTO_RECONCILE,LED-0000448,BNK-00000504
INV-2026-000533,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000449,BNK-00000505
INV-2026-000534,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000535,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000506
INV-2026-000536,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000450,BNK-00000507
INV-2026-000537,exact,AUTO_RECONCILE,LED-0000451,BNK-00000508
INV-2026-000538,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000452,BNK-00000509
INV-2026-000539,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000453,BNK-00000510
INV-2026-000540,exact,AUTO_RECONCILE,LED-0000454,BNK-00000511
INV-2026-000541,exact,AUTO_RECONCILE,LED-0000455,BNK-00000512
INV-2026-000542,exact,AUTO_RECONCILE,LED-0000456,BNK-00000513
INV-2026-000543,exact,AUTO_RECONCILE,LED-0000457,BNK-00000514
INV-2026-000544,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000458,BNK-00000515
INV-2026-000545,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000459,BNK-00000516
INV-2026-000546,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000460,BNK-00000517
INV-2026-000547,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000461,BNK-00000518
INV-2026-000548,exact,AUTO_RECONCILE,LED-0000462,BNK-00000519
INV-2026-000549,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000463,BNK-00000520|BNK-00000521
INV-2026-000550,exact,AUTO_RECONCILE,LED-0000464,BNK-00000522
INV-2026-000551,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000552,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000465,BNK-00000523
INV-2026-000553,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000466,BNK-00000524
INV-2026-000554,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000467,BNK-00000525|BNK-00000526
INV-2026-000555,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000468,BNK-00000527
INV-2026-000556,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000528
INV-2026-000557,exact,AUTO_RECONCILE,LED-0000469,BNK-00000529
INV-2026-000558,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000470,BNK-00000530
INV-2026-000559,exact,AUTO_RECONCILE,LED-0000471,BNK-00000531
INV-2026-000560,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000532
INV-2026-000561,exact,AUTO_RECONCILE,LED-0000472,BNK-00000533
INV-2026-000562,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000563,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000473,BNK-00000534
INV-2026-000564,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000565,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000566,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000474,BNK-00000535
INV-2026-000567,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000475,BNK-00000536
INV-2026-000568,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000476,BNK-00000537
INV-2026-000569,exact,AUTO_RECONCILE,LED-0000477,BNK-00000538
INV-2026-000570,exact,AUTO_RECONCILE,LED-0000478,BNK-00000539
INV-2026-000571,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000479,BNK-00000540
INV-2026-000572,exact,AUTO_RECONCILE,LED-0000480,BNK-00000541
INV-2026-000573,exact,AUTO_RECONCILE,LED-0000481,BNK-00000542
INV-2026-000574,exact,AUTO_RECONCILE,LED-0000482,BNK-00000543
INV-2026-000575,exact,AUTO_RECONCILE,LED-0000483,BNK-00000544
INV-2026-000576,unpaid,NO_BANK_PAYMENT_EXPECTED,,
INV-2026-000577,exact,AUTO_RECONCILE,LED-0000484,BNK-00000545
INV-2026-000578,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000485,BNK-00000546
INV-2026-000579,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000486,BNK-00000547|BNK-00000548
INV-2026-000580,bank_fee,REVIEW_POSSIBLE_BANK_FEE,LED-0000487,BNK-00000549
INV-2026-000581,name_variation,AUTO_RECONCILE_OR_LOW_RISK_REVIEW,LED-0000488,BNK-00000550
INV-2026-000582,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000489,BNK-00000551
INV-2026-000583,exact,AUTO_RECONCILE,LED-0000490,BNK-00000552
INV-2026-000584,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000491,BNK-00000553|BNK-00000554
INV-2026-000585,exact,AUTO_RECONCILE,LED-0000492,BNK-00000555
INV-2026-000586,split_payment,RECONCILE_SPLIT_PAYMENT,LED-0000493,BNK-00000556|BNK-00000557
INV-2026-000587,exact,AUTO_RECONCILE,LED-0000494,BNK-00000558
INV-2026-000588,duplicate_payment,FLAG_DUPLICATE_PAYMENT,LED-0000495,BNK-00000559|BNK-00000560
INV-2026-000589,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000561
INV-2026-000590,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000496,BNK-00000562
INV-2026-000591,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000497,BNK-00000563
INV-2026-000592,exact,AUTO_RECONCILE,LED-0000498,BNK-00000564
INV-2026-000593,exact,AUTO_RECONCILE,LED-0000499,BNK-00000565
INV-2026-000594,exact,AUTO_RECONCILE,LED-0000500,BNK-00000566
INV-2026-000595,date_shift,INVESTIGATE_DATE_DIFFERENCE,LED-0000501,BNK-00000567
INV-2026-000596,exact,AUTO_RECONCILE,LED-0000502,BNK-00000568
INV-2026-000597,exact,AUTO_RECONCILE,LED-0000503,BNK-00000569
INV-2026-000598,exact,AUTO_RECONCILE,LED-0000504,BNK-00000570
INV-2026-000599,exact,AUTO_RECONCILE,LED-0000505,BNK-00000571
INV-2026-000600,exact,AUTO_RECONCILE,LED-0000506,BNK-00000572
INV-2026-000601,exact,AUTO_RECONCILE,LED-0000507,BNK-00000573
INV-2026-000602,exact,AUTO_RECONCILE,LED-0000508,BNK-00000574
INV-2026-000603,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000509,BNK-00000575
INV-2026-000604,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000510,BNK-00000576
INV-2026-000605,amount_mismatch,MANUAL_REVIEW_AMOUNT_MISMATCH,LED-0000511,BNK-00000577
INV-2026-000606,exact,AUTO_RECONCILE,LED-0000512,BNK-00000578
INV-2026-000607,exact,AUTO_RECONCILE,LED-0000513,BNK-00000579
INV-2026-000608,exact,AUTO_RECONCILE,LED-0000514,BNK-00000580
INV-2026-000609,missing_ledger,FLAG_MISSING_LEDGER_ENTRY,,BNK-00000581
INV-2026-000610,exact,AUTO_RECONCILE,LED-0000515,BNK-00000582
